Date,Price,Open,High,Low,Change %
"Jan 10, 2020",1562.28,1552.40,1563.27,1545.52,0.0064
"Jan 09, 2020",1552.37,1555.76,1561.67,1540.18,-0.0022
"Jan 08, 2020",1555.81,1573.99,1611.15,1552.23,-0.0115
"Jan 07, 2020",1573.99,1565.93,1577.53,1555.29,0.0051
"Jan 06, 2020",1565.96,1561.15,1583.44,1560.90,0.0092
"Jan 03, 2020",1551.65,1528.95,1553.70,1528.00,0.0149
"Jan 02, 2020",1528.94,1517.24,1531.55,1517.22,0.0077
"Jan 01, 2020",1517.30,1517.24,1517.48,1517.19,-0.0001
"Dec 31, 2019",1517.40,1515.22,1525.45,1514.66,0.0014
"Dec 30, 2019",1515.22,1511.80,1516.54,1510.43,0.0030
"Dec 27, 2019",1510.67,1511.55,1515.47,1507.05,-0.0006
"Dec 26, 2019",1511.55,1499.42,1512.77,1497.66,0.0080
"Dec 25, 2019",1499.55,1499.55,1499.55,1499.55,0.0000
"Dec 24, 2019",1499.56,1485.57,1500.77,1484.41,0.0095
"Dec 23, 2019",1485.52,1478.20,1486.29,1477.51,0.0050
"Dec 20, 2019",1478.20,1479.14,1481.26,1475.70,-0.0006
"Dec 19, 2019",1479.15,1475.44,1481.97,1473.01,0.0025
"Dec 18, 2019",1475.44,1476.45,1479.67,1470.32,-0.0007
"Dec 17, 2019",1476.45,1476.25,1480.78,1474.23,0.0001
"Dec 16, 2019",1476.25,1475.60,1480.03,1472.99,0.0003
"Dec 13, 2019",1475.81,1469.47,1478.22,1462.48,0.0043
"Dec 12, 2019",1469.43,1474.85,1486.95,1464.78,-0.0037
"Dec 11, 2019",1474.85,1464.19,1479.04,1462.59,0.0073
"Dec 10, 2019",1464.21,1461.93,1469.36,1459.80,0.0015
"Dec 09, 2019",1461.99,1459.49,1465.80,1458.76,0.0015
"Dec 06, 2019",1459.76,1475.70,1477.45,1458.61,-0.0108
"Dec 05, 2019",1475.70,1474.34,1480.72,1472.90,0.0009
"Dec 04, 2019",1474.35,1477.34,1484.55,1471.39,-0.0020
"Dec 03, 2019",1477.34,1462.50,1482.22,1459.39,0.0102
"Dec 02, 2019",1462.44,1467.03,1467.03,1453.91,-0.0016
"Nov 29, 2019",1464.80,1455.90,1466.81,1452.93,0.0044
"Nov 28, 2019",1458.34,1456.77,1458.57,1454.37,0.0027
"Nov 27, 2019",1454.35,1461.65,1462.11,1452.45,-0.0050
"Nov 26, 2019",1461.60,1454.98,1462.97,1450.63,0.0046
"Nov 25, 2019",1454.97,1462.29,1462.41,1453.89,-0.0050
"Nov 22, 2019",1462.29,1464.40,1473.30,1461.23,-0.0014
"Nov 21, 2019",1464.40,1471.25,1475.98,1462.60,-0.0047
"Nov 20, 2019",1471.25,1472.39,1479.15,1465.88,-0.0008
"Nov 19, 2019",1472.38,1470.85,1475.72,1464.60,0.0010
"Nov 18, 2019",1470.85,1467.66,1474.30,1456.26,0.0024
"Nov 15, 2019",1467.37,1471.20,1471.49,1462.28,-0.0026
"Nov 14, 2019",1471.20,1463.18,1474.62,1460.93,0.0055
"Nov 13, 2019",1463.19,1457.19,1467.36,1455.96,0.0041
"Nov 12, 2019",1457.19,1455.79,1460.55,1445.61,0.0009
"Nov 11, 2019",1455.90,1458.96,1466.77,1448.28,-0.0019
"Nov 08, 2019",1458.66,1468.01,1473.33,1456.28,-0.0064
"Nov 07, 2019",1468.07,1490.44,1492.48,1461.24,-0.0150
"Nov 06, 2019",1490.46,1484.10,1494.46,1482.45,0.0043
"Nov 05, 2019",1484.10,1509.64,1510.10,1479.65,-0.0169
"Nov 04, 2019",1509.63,1513.80,1514.97,1504.33,-0.0029
"Nov 01, 2019",1513.95,1513.32,1515.81,1503.31,0.0004
"Oct 31, 2019",1513.35,1496.40,1514.53,1493.72,0.0120
"Oct 30, 2019",1495.40,1487.60,1496.91,1481.21,0.0052
"Oct 29, 2019",1487.60,1492.69,1495.16,1483.72,-0.0034
"Oct 28, 2019",1492.69,1504.34,1508.58,1489.86,-0.0080
"Oct 25, 2019",1504.73,1504.75,1518.07,1500.56,0.0007
"Oct 24, 2019",1503.65,1492.15,1504.27,1488.02,0.0077
"Oct 23, 2019",1492.10,1488.35,1496.50,1487.62,0.0027
"Oct 22, 2019",1488.05,1484.52,1489.29,1480.87,0.0024
"Oct 21, 2019",1484.50,1492.02,1495.48,1481.91,-0.0038
"Oct 18, 2019",1490.10,1492.17,1494.26,1484.82,-0.0012
"Oct 17, 2019",1491.89,1490.55,1497.50,1483.45,0.0014
"Oct 16, 2019",1489.77,1481.13,1491.65,1477.06,0.0058
"Oct 15, 2019",1481.17,1493.20,1498.17,1477.53,-0.0079
"Oct 14, 2019",1492.90,1488.90,1497.38,1482.82,0.0020
"Oct 11, 2019",1489.85,1494.44,1503.45,1474.28,-0.0030
"Oct 10, 2019",1494.30,1505.60,1517.08,1491.42,-0.0076
"Oct 09, 2019",1505.70,1506.05,1511.60,1499.70,0.0001
"Oct 08, 2019",1505.51,1493.55,1508.71,1487.45,0.0080
"Oct 07, 2019",1493.60,1504.76,1509.64,1489.94,-0.0073
"Oct 04, 2019",1504.60,1505.19,1511.17,1497.15,-0.0003
"Oct 03, 2019",1505.00,1499.55,1518.81,1495.99,0.0037
"Oct 02, 2019",1499.51,1479.19,1505.11,1474.42,0.0139
"Oct 01, 2019",1478.98,1472.30,1487.37,1459.00,0.0046
"Sep 30, 2019",1472.25,1497.07,1500.50,1464.42,-0.0165
"Sep 27, 2019",1496.94,1506.00,1507.70,1487.04,-0.0059
"Sep 26, 2019",1505.80,1503.94,1512.70,1501.97,0.0011
"Sep 25, 2019",1504.15,1532.00,1535.42,1501.31,-0.0184
"Sep 24, 2019",1532.30,1522.40,1535.85,1515.80,0.0067
"Sep 23, 2019",1522.11,1516.66,1527.25,1511.50,0.0033
"Sep 20, 2019",1517.15,1499.40,1517.24,1497.90,0.0120
"Sep 19, 2019",1499.20,1494.00,1504.35,1488.90,0.0035
"Sep 18, 2019",1493.90,1501.55,1511.32,1484.36,-0.0061
"Sep 17, 2019",1503.10,1498.85,1507.48,1493.36,0.0029
"Sep 16, 2019",1498.80,1503.34,1512.20,1495.75,0.0068
"Sep 13, 2019",1488.70,1498.50,1509.25,1485.73,-0.0068
"Sep 12, 2019",1498.95,1497.50,1523.96,1488.80,0.0009
"Sep 11, 2019",1497.60,1486.45,1498.56,1485.00,0.0075
"Sep 10, 2019",1486.40,1499.00,1501.45,1484.27,-0.0084
"Sep 09, 2019",1498.95,1507.10,1515.55,1497.72,-0.0053
"Sep 06, 2019",1506.95,1519.20,1527.90,1502.89,-0.0082
"Sep 05, 2019",1519.35,1552.50,1553.38,1509.39,-0.0214
"Sep 04, 2019",1552.60,1547.10,1557.38,1533.81,0.0036
"Sep 03, 2019",1547.00,1529.60,1549.90,1521.51,0.0107
"Sep 02, 2019",1530.59,1520.10,1533.81,1519.15,0.0068
"Aug 30, 2019",1520.25,1527.60,1533.45,1517.43,-0.0049
"Aug 29, 2019",1527.70,1539.20,1550.72,1519.50,-0.0074
"Aug 28, 2019",1539.10,1541.80,1547.03,1531.55,-0.0023
"Aug 27, 2019",1542.65,1526.30,1544.78,1524.85,0.0107
"Aug 26, 2019",1526.35,1539.30,1555.13,1524.55,-0.0003
"Aug 23, 2019",1526.85,1499.00,1530.11,1493.05,0.0187
"Aug 22, 2019",1498.80,1502.20,1504.68,1491.85,-0.0023
"Aug 21, 2019",1502.30,1507.70,1508.40,1496.15,-0.0032
"Aug 20, 2019",1507.10,1495.60,1508.60,1492.85,0.0079
"Aug 19, 2019",1495.30,1511.15,1513.00,1492.65,-0.0124
"Aug 16, 2019",1514.15,1523.90,1527.75,1504.20,-0.0059
"Aug 15, 2019",1523.20,1517.05,1527.00,1508.22,0.0045
"Aug 14, 2019",1516.33,1501.38,1524.30,1494.34,0.0100
"Aug 13, 2019",1501.39,1510.74,1534.75,1481.38,-0.0066
"Aug 12, 2019",1511.41,1497.65,1517.95,1487.91,0.0095
"Aug 09, 2019",1497.24,1501.20,1508.40,1494.69,-0.0025
"Aug 08, 2019",1500.95,1501.50,1509.72,1490.08,-0.0002
"Aug 07, 2019",1501.20,1474.25,1510.28,1472.28,0.0183
"Aug 06, 2019",1474.27,1464.00,1475.04,1456.61,0.0072
"Aug 05, 2019",1463.80,1440.65,1470.05,1437.03,0.0160
"Aug 02, 2019",1440.70,1445.80,1448.23,1430.20,-0.0032
"Aug 01, 2019",1445.31,1411.34,1445.98,1400.65,0.0223
"Jul 31, 2019",1413.80,1431.05,1433.07,1411.42,-0.0119
"Jul 30, 2019",1430.85,1426.84,1433.12,1422.12,0.0027
"Jul 29, 2019",1426.94,1419.49,1428.46,1416.98,0.0058
"Jul 26, 2019",1418.69,1414.40,1424.83,1413.72,0.0029
"Jul 25, 2019",1414.53,1426.30,1433.84,1411.08,-0.0080
"Jul 24, 2019",1425.90,1417.55,1429.55,1416.43,0.0060
"Jul 23, 2019",1417.39,1425.15,1429.25,1414.29,-0.0054
"Jul 22, 2019",1425.12,1425.15,1429.77,1422.34,-0.0001
"Jul 19, 2019",1425.30,1446.40,1452.96,1420.40,-0.0145
"Jul 18, 2019",1446.30,1426.80,1448.35,1414.68,0.0137
"Jul 17, 2019",1426.80,1406.59,1427.00,1400.18,0.0146
"Jul 16, 2019",1406.33,1415.05,1418.34,1401.23,-0.0055
"Jul 15, 2019",1414.08,1415.75,1419.75,1407.69,-0.0012
"Jul 12, 2019",1415.74,1403.90,1417.09,1403.12,0.0084
"Jul 11, 2019",1404.00,1419.20,1426.21,1401.58,-0.0106
"Jul 10, 2019",1419.00,1397.80,1419.21,1389.88,0.0151
"Jul 09, 2019",1397.90,1395.60,1400.13,1386.35,0.0017
"Jul 08, 2019",1395.50,1400.05,1408.03,1391.79,-0.0032
"Jul 05, 2019",1399.95,1415.80,1424.24,1386.97,-0.0111
"Jul 04, 2019",1415.65,1419.59,1422.02,1410.43,-0.0023
"Jul 03, 2019",1418.94,1419.95,1436.29,1412.52,0.0003
"Jul 02, 2019",1418.44,1383.55,1419.80,1383.55,0.0247
"Jul 01, 2019",1384.31,1392.83,1397.69,1381.84,-0.0179
"Jun 28, 2019",1409.50,1409.56,1424.67,1406.64,-0.0001
"Jun 27, 2019",1409.68,1409.55,1411.94,1400.23,0.0007
"Jun 26, 2019",1408.75,1423.90,1424.03,1402.37,-0.0102
"Jun 25, 2019",1423.25,1419.17,1438.99,1412.30,0.0026
"Jun 24, 2019",1419.55,1401.35,1421.20,1400.33,0.0147
"Jun 21, 2019",1399.05,1388.22,1411.08,1382.44,0.0078
"Jun 20, 2019",1388.18,1360.34,1393.30,1357.66,0.0205
"Jun 19, 2019",1360.27,1346.55,1362.50,1341.19,0.0102
"Jun 18, 2019",1346.48,1340.30,1354.68,1338.54,0.0052
"Jun 17, 2019",1339.54,1342.05,1343.53,1332.83,-0.0015
"Jun 14, 2019",1341.58,1341.70,1358.40,1337.88,-0.0006
"Jun 13, 2019",1342.35,1334.00,1343.41,1332.22,0.0066
"Jun 12, 2019",1333.55,1327.05,1338.58,1326.04,0.0050
"Jun 11, 2019",1326.91,1328.40,1330.22,1319.74,-0.0009
"Jun 10, 2019",1328.13,1335.94,1337.77,1324.90,-0.0094
"Jun 07, 2019",1340.70,1335.45,1348.45,1330.08,0.0039
"Jun 06, 2019",1335.55,1331.99,1340.09,1327.26,0.0040
"Jun 05, 2019",1330.18,1325.50,1344.24,1324.53,0.0037
"Jun 04, 2019",1325.28,1325.05,1329.41,1319.90,0.0001
"Jun 03, 2019",1325.17,1307.40,1328.34,1306.62,0.0150
"May 31, 2019",1305.65,1288.35,1307.11,1288.00,0.0130
"May 30, 2019",1288.85,1279.74,1289.24,1274.82,0.0072
"May 29, 2019",1279.60,1279.56,1285.79,1278.88,0.0001
"May 28, 2019",1279.49,1285.55,1286.75,1276.01,-0.0044
"May 27, 2019",1285.20,1285.80,1287.69,1283.68,0.0002
"May 24, 2019",1284.90,1283.55,1285.59,1280.59,0.0011
"May 23, 2019",1283.45,1273.80,1287.62,1272.61,0.0077
"May 22, 2019",1273.61,1274.74,1277.59,1272.28,-0.0011
"May 21, 2019",1274.97,1278.10,1278.16,1269.34,-0.0022
"May 20, 2019",1277.74,1277.80,1279.32,1273.60,0.0002
"May 17, 2019",1277.55,1286.50,1289.24,1274.91,-0.0071
"May 16, 2019",1286.65,1296.90,1299.06,1284.06,-0.0077
"May 15, 2019",1296.67,1297.17,1301.18,1292.85,-0.0003
"May 14, 2019",1297.03,1300.24,1303.47,1293.52,-0.0022
"May 13, 2019",1299.91,1286.71,1301.50,1281.77,0.0108
"May 10, 2019",1286.00,1284.34,1289.60,1283.10,0.0014
"May 09, 2019",1284.14,1280.74,1288.57,1279.43,0.0025
"May 08, 2019",1280.93,1284.15,1291.73,1279.37,-0.0033
"May 07, 2019",1285.15,1281.10,1286.37,1278.04,0.0038
"May 06, 2019",1280.32,1281.19,1285.90,1276.85,0.0009
"May 03, 2019",1279.19,1270.74,1282.84,1268.90,0.0068
"May 02, 2019",1270.54,1276.94,1278.18,1266.18,-0.0048
"May 01, 2019",1276.60,1283.59,1287.38,1273.16,-0.0054
"Apr 30, 2019",1283.60,1279.98,1286.58,1279.69,0.0030
"Apr 29, 2019",1279.80,1286.55,1287.00,1277.97,-0.0050
"Apr 26, 2019",1286.25,1277.27,1289.01,1276.05,0.0070
"Apr 25, 2019",1277.35,1275.60,1282.81,1273.35,0.0016
"Apr 24, 2019",1275.36,1272.30,1278.79,1268.58,0.0023
"Apr 23, 2019",1272.40,1275.40,1276.83,1266.25,-0.0020
"Apr 22, 2019",1274.93,1275.83,1280.14,1273.66,-0.0004
"Apr 18, 2019",1275.40,1273.49,1277.97,1271.07,0.0010
"Apr 17, 2019",1274.14,1276.84,1280.01,1272.94,-0.0019
"Apr 16, 2019",1276.57,1287.90,1288.85,1272.94,-0.0088
"Apr 15, 2019",1287.89,1290.60,1292.08,1282.37,-0.0019
"Apr 12, 2019",1290.40,1292.30,1296.10,1290.09,-0.0017
"Apr 11, 2019",1292.59,1308.10,1309.37,1289.66,-0.0118
"Apr 10, 2019",1308.05,1304.09,1310.96,1301.06,0.0030
"Apr 09, 2019",1304.14,1297.65,1306.50,1296.57,0.0052
"Apr 08, 2019",1297.42,1291.80,1303.97,1291.39,0.0044
"Apr 05, 2019",1291.70,1292.44,1293.69,1284.44,-0.0005
"Apr 04, 2019",1292.38,1290.10,1294.55,1280.91,0.0019
"Apr 03, 2019",1289.91,1292.34,1294.81,1288.34,-0.0025
"Apr 02, 2019",1293.15,1287.55,1293.15,1285.17,0.0043
"Apr 01, 2019",1287.67,1291.48,1297.23,1286.64,-0.0035
"Mar 29, 2019",1292.15,1290.59,1300.01,1286.77,0.0012
"Mar 28, 2019",1290.55,1309.85,1312.48,1288.58,-0.0147
"Mar 27, 2019",1309.86,1315.61,1319.60,1308.03,-0.0043
"Mar 26, 2019",1315.52,1321.80,1323.41,1312.69,-0.0048
"Mar 25, 2019",1321.90,1313.35,1324.57,1310.97,0.0065
"Mar 22, 2019",1313.38,1309.55,1315.20,1306.81,0.0030
"Mar 21, 2019",1309.45,1313.05,1320.62,1303.40,-0.0023
"Mar 20, 2019",1312.48,1305.74,1317.03,1298.58,0.0045
"Mar 19, 2019",1306.55,1303.60,1311.19,1302.50,0.0022
"Mar 18, 2019",1303.70,1302.34,1306.89,1298.19,0.0018
"Mar 15, 2019",1301.38,1296.15,1306.79,1293.82,0.0039
"Mar 14, 2019",1296.28,1309.76,1310.53,1292.83,-0.0099
"Mar 13, 2019",1309.28,1302.16,1311.56,1300.61,0.0056
"Mar 12, 2019",1302.01,1293.84,1302.40,1292.08,0.0060
"Mar 11, 2019",1294.25,1298.85,1299.44,1290.34,-0.0032
"Mar 08, 2019",1298.40,1285.78,1300.85,1285.18,0.0098
"Mar 07, 2019",1285.74,1286.71,1289.10,1281.27,-0.0008
"Mar 06, 2019",1286.76,1287.48,1291.11,1283.51,-0.0005
"Mar 05, 2019",1287.43,1286.67,1289.92,1281.10,0.0006
"Mar 04, 2019",1286.67,1293.61,1297.35,1282.88,-0.0053
"Mar 01, 2019",1293.56,1312.94,1315.46,1290.24,-0.0148
"Feb 28, 2019",1313.05,1319.87,1327.44,1312.41,-0.0052
"Feb 27, 2019",1319.88,1328.92,1329.96,1316.78,-0.0068
"Feb 26, 2019",1328.96,1327.11,1330.40,1323.44,0.0014
"Feb 25, 2019",1327.13,1328.89,1332.80,1325.15,-0.0005
"Feb 22, 2019",1327.80,1323.51,1333.41,1321.39,0.0032
"Feb 21, 2019",1323.49,1338.59,1341.71,1321.99,-0.0112
"Feb 20, 2019",1338.49,1341.24,1347.11,1336.79,-0.0020
"Feb 19, 2019",1341.17,1326.25,1342.11,1322.63,0.0108
"Feb 18, 2019",1326.90,1321.41,1328.05,1320.60,0.0042
"Feb 15, 2019",1321.41,1312.64,1322.76,1311.17,0.0068
"Feb 14, 2019",1312.55,1306.17,1314.70,1302.88,0.0049
"Feb 13, 2019",1306.19,1310.89,1318.36,1304.80,-0.0036
"Feb 12, 2019",1310.90,1308.22,1315.10,1306.44,0.0020
"Feb 11, 2019",1308.32,1314.55,1315.01,1303.69,-0.0044
"Feb 08, 2019",1314.06,1310.13,1316.05,1307.53,0.0030
"Feb 07, 2019",1310.09,1306.19,1312.27,1302.53,0.0030
"Feb 06, 2019",1306.22,1315.02,1316.16,1305.70,-0.0067
"Feb 05, 2019",1315.02,1311.73,1317.13,1310.59,0.0025
"Feb 04, 2019",1311.75,1318.13,1319.11,1308.50,-0.0047
"Feb 01, 2019",1318.00,1320.93,1323.82,1315.94,-0.0022
"Jan 31, 2019",1320.94,1319.87,1326.65,1317.39,0.0008
"Jan 30, 2019",1319.91,1311.95,1323.67,1308.81,0.0061
"Jan 29, 2019",1311.93,1303.53,1312.34,1302.45,0.0064
"Jan 28, 2019",1303.53,1303.82,1304.79,1297.54,0.0002
"Jan 25, 2019",1303.22,1280.93,1303.78,1279.71,0.0174
"Jan 24, 2019",1280.94,1282.42,1285.19,1276.79,-0.0011
"Jan 23, 2019",1282.40,1285.04,1286.90,1278.40,-0.0021
"Jan 22, 2019",1285.04,1279.94,1285.84,1277.21,0.0037
"Jan 21, 2019",1280.28,1281.64,1283.95,1276.58,-0.0009
"Jan 18, 2019",1281.49,1291.88,1292.73,1280.49,-0.0081
"Jan 17, 2019",1291.90,1293.55,1295.62,1288.67,-0.0013
"Jan 16, 2019",1293.52,1289.11,1295.22,1287.77,0.0033
"Jan 15, 2019",1289.31,1291.73,1295.03,1286.60,-0.0019
"Jan 14, 2019",1291.73,1287.70,1296.21,1287.45,0.0029
"Jan 11, 2019",1288.00,1286.30,1295.55,1286.01,0.0013
"Jan 10, 2019",1286.38,1293.13,1297.47,1285.99,-0.0052
"Jan 09, 2019",1293.13,1285.36,1294.25,1279.90,0.0061
"Jan 08, 2019",1285.35,1288.68,1290.44,1279.10,-0.0026
"Jan 07, 2019",1288.67,1286.01,1295.42,1282.53,0.0029
"Jan 04, 2019",1284.92,1294.04,1298.68,1276.66,-0.0070
"Jan 03, 2019",1293.99,1284.80,1295.11,1284.17,0.0072
"Jan 02, 2019",1284.77,1282.30,1288.93,1278.59,0.0017
"Jan 01, 2019",1282.61,1282.78,1283.05,1282.52,-0.0002
"Dec 31, 2018",1282.82,1280.20,1284.34,1277.31,0.0016
"Dec 28, 2018",1280.75,1275.23,1282.34,1274.19,0.0043
"Dec 27, 2018",1275.22,1266.89,1279.30,1266.42,0.0065
"Dec 26, 2018",1266.98,1270.75,1279.33,1264.56,-0.0017
"Dec 24, 2018",1269.13,1258.65,1270.13,1257.96,0.0104
"Dec 21, 2018",1256.01,1260.10,1263.12,1253.68,-0.0033
"Dec 20, 2018",1260.15,1243.40,1266.70,1242.70,0.0135
"Dec 19, 2018",1243.40,1249.37,1258.44,1241.49,-0.0048
"Dec 18, 2018",1249.38,1246.02,1250.63,1244.79,0.0028
"Dec 17, 2018",1245.91,1237.60,1248.46,1235.69,0.0062
"Dec 14, 2018",1238.21,1242.43,1243.30,1232.70,-0.0034
"Dec 13, 2018",1242.46,1245.69,1247.14,1240.05,-0.0027
"Dec 12, 2018",1245.80,1242.94,1247.52,1241.94,0.0023
"Dec 11, 2018",1242.94,1244.52,1249.89,1240.81,-0.0013
"Dec 10, 2018",1244.58,1250.76,1250.85,1241.47,-0.0028
"Dec 07, 2018",1248.09,1238.00,1250.44,1237.29,0.0082
"Dec 06, 2018",1237.99,1237.56,1244.72,1234.56,0.0004
"Dec 05, 2018",1237.56,1238.55,1239.64,1233.21,-0.0008
"Dec 04, 2018",1238.55,1231.03,1242.22,1230.34,0.0061
"Dec 03, 2018",1231.07,1223.19,1235.19,1221.22,0.0075
"Nov 30, 2018",1221.96,1223.95,1225.95,1216.49,-0.0017
"Nov 29, 2018",1223.99,1221.13,1229.23,1220.45,0.0024
"Nov 28, 2018",1221.11,1214.64,1226.55,1210.99,0.0053
"Nov 27, 2018",1214.69,1222.36,1225.43,1211.71,-0.0063
"Nov 26, 2018",1222.37,1224.04,1228.44,1221.45,-0.0007
"Nov 23, 2018",1223.19,1227.08,1228.92,1220.12,-0.0035
"Nov 22, 2018",1227.45,1226.02,1229.45,1224.81,0.0012
"Nov 21, 2018",1226.02,1221.53,1230.33,1219.52,0.0037
"Nov 20, 2018",1221.55,1224.06,1229.04,1219.69,-0.0020
"Nov 19, 2018",1224.05,1222.34,1225.51,1217.82,0.0021
"Nov 16, 2018",1221.47,1213.01,1225.67,1212.61,0.0070
"Nov 15, 2018",1213.00,1210.85,1216.66,1207.83,0.0017
"Nov 14, 2018",1210.91,1202.25,1216.51,1197.43,0.0071
"Nov 13, 2018",1202.34,1200.65,1205.57,1196.19,0.0014
"Nov 12, 2018",1200.65,1210.05,1211.79,1200.31,-0.0074
"Nov 09, 2018",1209.59,1223.54,1224.09,1206.53,-0.0114
"Nov 08, 2018",1223.54,1226.04,1227.24,1219.94,-0.0021
"Nov 07, 2018",1226.10,1226.92,1236.20,1223.13,-0.0006
"Nov 06, 2018",1226.80,1231.36,1236.33,1223.34,-0.0037
"Nov 05, 2018",1231.30,1233.09,1235.32,1226.77,-0.0013
"Nov 02, 2018",1232.89,1234.37,1236.72,1229.67,-0.0003
"Nov 01, 2018",1233.23,1215.24,1237.74,1214.69,0.0154
"Oct 31, 2018",1214.54,1223.04,1223.50,1211.82,-0.0073
"Oct 30, 2018",1223.44,1230.06,1230.83,1219.71,-0.0051
"Oct 29, 2018",1229.74,1234.15,1235.73,1224.31,-0.0031
"Oct 26, 2018",1233.58,1232.25,1243.63,1229.78,0.0011
"Oct 25, 2018",1232.23,1234.55,1239.54,1227.84,-0.0016
"Oct 24, 2018",1234.22,1230.52,1234.24,1225.42,0.0030
"Oct 23, 2018",1230.48,1222.15,1239.94,1221.65,0.0068
"Oct 22, 2018",1222.17,1228.06,1229.78,1219.95,-0.0034
"Oct 19, 2018",1226.31,1225.66,1231.01,1222.93,0.0005
"Oct 18, 2018",1225.75,1222.02,1230.51,1218.44,0.0025
"Oct 17, 2018",1222.68,1224.59,1229.82,1220.33,-0.0014
"Oct 16, 2018",1224.43,1227.17,1232.71,1223.35,-0.0020
"Oct 15, 2018",1226.94,1217.44,1233.67,1217.40,0.0074
"Oct 12, 2018",1217.93,1224.24,1224.38,1215.60,-0.0052
"Oct 11, 2018",1224.33,1194.95,1226.51,1191.10,0.0247
"Oct 10, 2018",1194.78,1189.66,1194.98,1185.13,0.0043
"Oct 09, 2018",1189.62,1188.63,1192.19,1183.24,0.0014
"Oct 08, 2018",1188.01,1203.15,1204.31,1183.57,-0.0123
"Oct 05, 2018",1202.85,1199.75,1206.09,1196.99,0.0027
"Oct 04, 2018",1199.66,1197.35,1207.09,1195.77,0.0019
"Oct 03, 2018",1197.37,1203.45,1208.72,1196.55,-0.0048
"Oct 02, 2018",1203.10,1188.86,1208.52,1188.44,0.0123
"Oct 01, 2018",1188.46,1192.19,1192.51,1184.46,-0.0030
"Sep 28, 2018",1192.09,1182.89,1193.95,1180.68,0.0079
"Sep 27, 2018",1182.80,1194.84,1198.96,1181.88,-0.0098
"Sep 26, 2018",1194.46,1201.23,1202.84,1190.41,-0.0057
"Sep 25, 2018",1201.31,1198.84,1203.51,1197.01,0.0020
"Sep 24, 2018",1198.85,1198.31,1204.44,1194.21,-0.0006
"Sep 21, 2018",1199.55,1207.48,1211.39,1191.76,-0.0067
"Sep 20, 2018",1207.58,1203.83,1208.69,1201.07,0.0030
"Sep 19, 2018",1203.98,1198.17,1206.41,1197.64,0.0047
"Sep 18, 2018",1198.35,1201.86,1203.78,1195.76,-0.0021
"Sep 17, 2018",1200.93,1193.18,1205.17,1192.76,0.0060
"Sep 14, 2018",1193.71,1201.76,1208.94,1192.93,-0.0064
"Sep 13, 2018",1201.44,1206.94,1212.90,1199.98,-0.0039
"Sep 12, 2018",1206.19,1198.65,1208.85,1192.51,0.0066
"Sep 11, 2018",1198.29,1195.43,1199.60,1187.57,0.0020
"Sep 10, 2018",1195.88,1195.41,1198.72,1191.40,0.0000
"Sep 07, 2018",1195.85,1199.97,1203.80,1193.19,-0.0036
"Sep 06, 2018",1200.15,1197.23,1207.37,1195.61,0.0028
"Sep 05, 2018",1196.75,1191.47,1198.72,1190.86,0.0045
"Sep 04, 2018",1191.35,1201.67,1202.33,1189.53,-0.0082
"Sep 03, 2018",1201.15,1200.29,1204.20,1195.64,0.0001
"Aug 31, 2018",1201.09,1200.58,1209.17,1198.42,0.0010
"Aug 30, 2018",1199.88,1206.58,1208.05,1196.20,-0.0056
"Aug 29, 2018",1206.66,1201.31,1207.63,1200.89,0.0045
"Aug 28, 2018",1201.26,1211.61,1214.67,1199.39,-0.0083
"Aug 27, 2018",1211.34,1206.94,1212.63,1202.86,0.0045
"Aug 24, 2018",1205.96,1185.41,1208.83,1183.12,0.0174
"Aug 23, 2018",1185.31,1195.94,1196.84,1183.67,-0.0085
"Aug 22, 2018",1195.51,1196.80,1201.84,1192.40,-0.0005
"Aug 21, 2018",1196.13,1190.61,1197.13,1187.47,0.0047
"Aug 20, 2018",1190.53,1183.74,1191.26,1182.61,0.0049
"Aug 17, 2018",1184.77,1173.73,1185.34,1171.82,0.0090
"Aug 16, 2018",1174.16,1175.57,1182.25,1160.19,-0.0006
"Aug 15, 2018",1174.88,1194.41,1194.84,1173.03,-0.0160
"Aug 14, 2018",1194.03,1194.19,1198.99,1191.99,0.0003
"Aug 13, 2018",1193.64,1211.24,1214.07,1191.61,-0.0146
"Aug 10, 2018",1211.30,1212.54,1217.29,1205.66,-0.0009
"Aug 09, 2018",1212.34,1213.94,1217.64,1210.64,-0.0010
"Aug 08, 2018",1213.60,1210.81,1216.20,1206.28,0.0021
"Aug 07, 2018",1211.02,1207.54,1216.51,1207.54,0.0034
"Aug 06, 2018",1206.94,1213.65,1218.21,1206.44,-0.0053
"Aug 03, 2018",1213.43,1208.09,1220.38,1204.28,0.0045
"Aug 02, 2018",1207.96,1215.46,1221.39,1207.03,-0.0067
"Aug 01, 2018",1216.06,1223.97,1225.10,1215.58,-0.0064
"Jul 31, 2018",1223.83,1221.78,1228.52,1214.48,0.0017
"Jul 30, 2018",1221.80,1222.96,1225.44,1218.86,-0.0013
"Jul 27, 2018",1223.38,1222.99,1227.51,1217.30,0.0006
"Jul 26, 2018",1222.68,1231.34,1235.57,1222.13,-0.0073
"Jul 25, 2018",1231.61,1224.34,1234.51,1223.02,0.0058
"Jul 24, 2018",1224.55,1224.94,1229.76,1218.08,0.0000
"Jul 23, 2018",1224.54,1231.55,1235.50,1222.07,-0.0059
"Jul 20, 2018",1231.77,1223.33,1232.94,1215.70,0.0073
