Date,Price,Open,High,Low,Change %
"Jul 19, 2018",1222.80,1227.46,1229.07,1211.48,-0.0036
"Jul 18, 2018",1227.18,1227.47,1229.54,1221.07,-0.0003
"Jul 17, 2018",1227.52,1240.76,1245.31,1225.94,-0.0107
"Jul 16, 2018",1240.82,1241.41,1245.90,1238.13,-0.0006
"Jul 13, 2018",1241.52,1247.45,1248.27,1236.78,-0.0045
"Jul 12, 2018",1247.15,1242.14,1248.93,1241.23,0.0040
"Jul 11, 2018",1242.16,1255.88,1257.10,1241.28,-0.0107
"Jul 10, 2018",1255.65,1257.68,1260.64,1247.16,-0.0017
"Jul 09, 2018",1257.77,1255.13,1266.26,1255.02,0.0022
"Jul 06, 2018",1254.98,1257.50,1258.96,1252.54,-0.0022
"Jul 05, 2018",1257.76,1256.87,1259.99,1251.04,0.0006
"Jul 04, 2018",1256.95,1252.14,1261.44,1251.81,0.0032
"Jul 03, 2018",1252.93,1242.13,1257.31,1237.71,0.0088
"Jul 02, 2018",1241.97,1253.49,1254.48,1239.45,-0.0088
"Jun 29, 2018",1253.00,1247.99,1256.04,1246.06,0.0038
"Jun 28, 2018",1248.28,1251.96,1254.42,1245.67,-0.0030
"Jun 27, 2018",1252.02,1258.28,1260.23,1250.64,-0.0055
"Jun 26, 2018",1258.98,1266.11,1268.04,1254.54,-0.0055
"Jun 25, 2018",1266.00,1271.74,1272.90,1264.20,-0.0026
"Jun 22, 2018",1269.28,1267.30,1271.27,1266.48,0.0016
"Jun 21, 2018",1267.20,1268.34,1270.47,1261.23,-0.0007
"Jun 20, 2018",1268.10,1274.81,1276.59,1267.60,-0.0052
"Jun 19, 2018",1274.77,1278.56,1284.43,1270.28,-0.0028
"Jun 18, 2018",1278.31,1279.15,1281.92,1276.94,-0.0012
"Jun 15, 2018",1279.84,1302.26,1303.33,1275.30,-0.0172
"Jun 14, 2018",1302.22,1299.84,1309.64,1297.32,0.0019
"Jun 13, 2018",1299.71,1295.98,1301.44,1292.42,0.0029
"Jun 12, 2018",1295.97,1300.42,1300.81,1292.97,-0.0032
"Jun 11, 2018",1300.15,1299.40,1302.50,1293.96,0.0011
"Jun 08, 2018",1298.75,1297.03,1300.93,1293.84,0.0013
"Jun 07, 2018",1297.13,1296.98,1303.30,1294.87,0.0001
"Jun 06, 2018",1297.00,1296.58,1302.10,1293.77,0.0007
"Jun 05, 2018",1296.14,1292.34,1300.81,1289.77,0.0032
"Jun 04, 2018",1291.98,1293.16,1298.26,1290.18,-0.0009
"Jun 01, 2018",1293.15,1298.79,1300.66,1289.34,-0.0040
"May 31, 2018",1298.32,1301.56,1306.69,1297.75,-0.0024
"May 30, 2018",1301.48,1299.20,1304.55,1295.66,0.0020
"May 29, 2018",1298.85,1298.15,1306.46,1293.62,0.0006
"May 28, 2018",1298.10,1298.93,1300.30,1295.41,-0.0027
"May 25, 2018",1301.61,1304.42,1307.95,1299.81,-0.0025
"May 24, 2018",1304.88,1294.08,1306.77,1292.68,0.0086
"May 23, 2018",1293.75,1291.18,1298.01,1288.02,0.0019
"May 22, 2018",1291.32,1292.93,1296.28,1287.78,-0.0010
"May 21, 2018",1292.68,1290.90,1293.38,1282.00,0.0001
"May 18, 2018",1292.50,1290.74,1294.44,1286.02,0.0012
"May 17, 2018",1291.00,1290.57,1294.59,1285.64,0.0000
"May 16, 2018",1291.03,1289.98,1297.13,1286.37,0.0003
"May 15, 2018",1290.65,1313.13,1315.06,1288.56,-0.0169
"May 14, 2018",1312.82,1318.55,1322.58,1312.75,-0.0041
"May 11, 2018",1318.22,1321.44,1326.17,1317.63,-0.0024
"May 10, 2018",1321.40,1312.06,1322.94,1310.74,0.0066
"May 09, 2018",1312.78,1314.51,1317.61,1304.34,-0.0013
"May 08, 2018",1314.47,1313.59,1317.86,1305.99,0.0001
"May 07, 2018",1314.30,1315.05,1319.08,1310.15,-0.0006
"May 04, 2018",1315.05,1312.31,1315.47,1308.08,0.0023
"May 03, 2018",1312.09,1304.78,1318.23,1304.60,0.0056
"May 02, 2018",1304.84,1304.20,1313.59,1303.79,0.0007
"May 01, 2018",1303.97,1315.40,1316.56,1301.74,-0.0087
"Apr 30, 2018",1315.35,1322.80,1325.17,1310.29,-0.0056
"Apr 27, 2018",1322.80,1317.07,1325.41,1315.45,0.0042
"Apr 26, 2018",1317.28,1322.91,1326.80,1315.24,-0.0046
"Apr 25, 2018",1323.33,1330.64,1332.26,1318.76,-0.0055
"Apr 24, 2018",1330.68,1324.74,1332.86,1322.51,0.0043
"Apr 23, 2018",1325.00,1335.19,1335.66,1322.04,-0.0076
"Apr 20, 2018",1335.13,1346.22,1346.47,1334.86,-0.0078
"Apr 19, 2018",1345.60,1349.38,1354.95,1340.94,-0.0028
"Apr 18, 2018",1349.32,1347.53,1355.90,1342.07,0.0015
"Apr 17, 2018",1347.29,1345.82,1349.61,1337.59,0.0010
"Apr 16, 2018",1345.92,1344.60,1350.73,1340.07,0.0003
"Apr 13, 2018",1345.46,1335.17,1347.31,1335.17,0.0075
"Apr 12, 2018",1335.48,1352.68,1353.42,1333.74,-0.0132
"Apr 11, 2018",1353.29,1339.69,1365.37,1339.48,0.0099
"Apr 10, 2018",1340.05,1336.37,1342.79,1331.11,0.0028
"Apr 09, 2018",1336.24,1333.21,1338.16,1326.80,0.0023
"Apr 06, 2018",1333.19,1326.70,1335.49,1321.28,0.0050
"Apr 05, 2018",1326.55,1333.03,1335.10,1322.63,-0.0051
"Apr 04, 2018",1333.34,1332.89,1348.27,1331.44,0.0004
"Apr 03, 2018",1332.82,1340.86,1342.68,1328.93,-0.0064
"Apr 02, 2018",1341.35,1326.21,1345.03,1324.76,0.0123
"Mar 29, 2018",1325.00,1324.94,1328.54,1321.33,0.0000
"Mar 28, 2018",1324.99,1345.74,1347.23,1323.42,-0.0147
"Mar 27, 2018",1344.71,1353.51,1356.87,1339.93,-0.0065
"Mar 26, 2018",1353.46,1347.90,1356.13,1343.40,0.0046
"Mar 23, 2018",1347.22,1329.33,1350.41,1328.98,0.0137
"Mar 22, 2018",1328.95,1332.18,1335.01,1324.73,-0.0024
"Mar 21, 2018",1332.18,1311.20,1336.79,1309.80,0.0160
"Mar 20, 2018",1311.21,1317.23,1318.48,1307.13,-0.0044
"Mar 19, 2018",1316.94,1313.94,1319.86,1307.71,0.0022
"Mar 16, 2018",1314.00,1316.56,1321.86,1309.56,-0.0017
"Mar 15, 2018",1316.26,1324.62,1328.06,1314.86,-0.0066
"Mar 14, 2018",1325.00,1326.45,1330.27,1321.58,-0.0011
"Mar 13, 2018",1326.40,1322.90,1328.48,1316.55,0.0025
"Mar 12, 2018",1323.05,1323.69,1324.52,1315.18,-0.0005
"Mar 09, 2018",1323.70,1322.33,1325.33,1313.06,0.0010
"Mar 08, 2018",1322.34,1325.49,1329.22,1318.98,-0.0024
"Mar 07, 2018",1325.54,1334.51,1340.68,1322.24,-0.0067
"Mar 06, 2018",1334.46,1320.03,1338.72,1319.72,0.0109
"Mar 05, 2018",1320.02,1323.78,1328.02,1317.43,-0.0017
"Mar 02, 2018",1322.20,1316.54,1325.65,1315.12,0.0043
"Mar 01, 2018",1316.55,1318.22,1321.16,1302.76,-0.0011
"Feb 28, 2018",1318.05,1318.20,1322.64,1315.59,-0.0001
"Feb 27, 2018",1318.20,1333.14,1336.90,1313.47,-0.0112
"Feb 26, 2018",1333.16,1327.92,1341.06,1326.59,0.0032
"Feb 23, 2018",1328.94,1331.81,1332.42,1325.73,-0.0019
"Feb 22, 2018",1331.51,1323.94,1332.34,1320.84,0.0055
"Feb 21, 2018",1324.26,1329.48,1336.27,1322.36,-0.0039
"Feb 20, 2018",1329.49,1346.77,1348.36,1328.39,-0.0128
"Feb 19, 2018",1346.69,1347.67,1351.34,1345.82,-0.0009
"Feb 16, 2018",1347.86,1353.31,1361.97,1344.82,-0.0040
"Feb 15, 2018",1353.30,1350.78,1357.18,1348.41,0.0019
"Feb 14, 2018",1350.76,1329.53,1355.57,1319.42,0.0160
"Feb 13, 2018",1329.55,1322.29,1330.96,1321.39,0.0050
"Feb 12, 2018",1322.88,1315.04,1326.20,1314.11,0.0047
"Feb 09, 2018",1316.69,1318.87,1322.71,1311.06,-0.0017
"Feb 08, 2018",1318.97,1318.61,1322.17,1306.90,0.0004
"Feb 07, 2018",1318.49,1325.16,1332.49,1312.05,-0.0049
"Feb 06, 2018",1325.02,1339.68,1346.08,1320.04,-0.0109
"Feb 05, 2018",1339.60,1332.32,1341.70,1328.88,0.0050
"Feb 02, 2018",1332.98,1349.16,1350.12,1327.21,-0.0120
"Feb 01, 2018",1349.19,1345.40,1351.42,1337.30,0.0030
"Jan 31, 2018",1345.10,1338.87,1347.93,1332.70,0.0049
"Jan 30, 2018",1338.55,1340.67,1349.12,1334.48,-0.0013
"Jan 29, 2018",1340.35,1350.07,1352.65,1337.74,-0.0073
"Jan 26, 2018",1350.14,1348.36,1357.39,1344.38,0.0016
"Jan 25, 2018",1348.05,1358.48,1366.47,1343.10,-0.0074
"Jan 24, 2018",1358.15,1341.45,1361.88,1339.27,0.0125
"Jan 23, 2018",1341.39,1334.45,1342.22,1331.54,0.0055
"Jan 22, 2018",1334.11,1334.88,1336.04,1328.71,0.0017
"Jan 19, 2018",1331.80,1327.49,1338.37,1326.46,0.0035
"Jan 18, 2018",1327.19,1327.75,1333.14,1323.79,-0.0004
"Jan 17, 2018",1327.73,1338.29,1343.99,1326.73,-0.0081
"Jan 16, 2018",1338.61,1340.06,1342.35,1331.73,-0.0012
"Jan 15, 2018",1340.16,1337.05,1344.93,1336.14,0.0013
"Jan 12, 2018",1338.40,1322.82,1339.40,1321.16,0.0121
"Jan 11, 2018",1322.42,1316.89,1323.98,1315.49,0.0040
"Jan 10, 2018",1317.19,1313.28,1326.94,1308.29,0.0035
"Jan 09, 2018",1312.66,1320.63,1320.68,1308.80,-0.0060
"Jan 08, 2018",1320.58,1320.04,1322.22,1314.97,0.0003
"Jan 05, 2018",1320.21,1323.50,1323.83,1313.81,-0.0021
"Jan 04, 2018",1322.97,1312.53,1325.92,1305.67,0.0077
"Jan 03, 2018",1312.84,1318.16,1321.40,1307.16,-0.0040
"Jan 02, 2018",1318.14,1302.55,1318.98,1302.51,0.0086
"Jan 01, 2018",1306.86,1303.43,1307.72,1302.43,0.0033
"Dec 29, 2017",1302.55,1294.85,1307.69,1293.59,0.0060
"Dec 28, 2017",1294.84,1287.31,1295.30,1286.66,0.0058
"Dec 27, 2017",1287.41,1283.64,1289.40,1281.46,0.0032
"Dec 26, 2017",1283.29,1274.91,1283.77,1273.25,0.0063
"Dec 25, 2017",1275.24,1275.24,1275.24,1275.24,0.0002
"Dec 22, 2017",1275.01,1267.12,1276.38,1265.10,0.0065
"Dec 21, 2017",1266.76,1265.62,1268.97,1263.02,0.0009
"Dec 20, 2017",1265.62,1261.69,1267.84,1261.23,0.0031
"Dec 19, 2017",1261.72,1261.70,1265.26,1258.97,0.0000
"Dec 18, 2017",1261.69,1253.79,1264.37,1252.68,0.0051
"Dec 15, 2017",1255.26,1252.83,1261.89,1251.94,0.0019
"Dec 14, 2017",1252.85,1255.54,1259.18,1249.92,-0.0021
"Dec 13, 2017",1255.45,1243.88,1256.95,1240.06,0.0093
"Dec 12, 2017",1243.85,1242.25,1246.62,1236.31,0.0015
"Dec 11, 2017",1241.96,1247.28,1251.67,1240.19,-0.0050
"Dec 08, 2017",1248.14,1247.34,1252.66,1244.34,0.0012
"Dec 07, 2017",1246.70,1264.26,1264.82,1244.11,-0.0136
"Dec 06, 2017",1263.94,1266.62,1269.32,1262.39,-0.0021
"Dec 05, 2017",1266.55,1276.54,1277.41,1261.11,-0.0076
"Dec 04, 2017",1276.23,1272.93,1277.24,1271.80,-0.0031
"Dec 01, 2017",1280.26,1274.29,1289.58,1271.58,0.0043
"Nov 30, 2017",1274.76,1283.88,1285.70,1270.51,-0.0069
"Nov 29, 2017",1283.57,1293.90,1296.75,1281.98,-0.0081
"Nov 28, 2017",1294.01,1294.85,1297.74,1291.01,-0.0004
"Nov 27, 2017",1294.50,1288.57,1299.20,1286.47,0.0049
"Nov 24, 2017",1288.22,1291.51,1293.61,1286.15,-0.0023
"Nov 23, 2017",1291.25,1292.40,1293.46,1287.46,-0.0007
"Nov 22, 2017",1292.12,1280.38,1294.75,1278.77,0.0091
"Nov 21, 2017",1280.48,1276.70,1284.87,1276.08,0.0030
"Nov 20, 2017",1276.70,1292.68,1294.80,1274.92,-0.0137
"Nov 17, 2017",1294.37,1278.44,1297.04,1277.94,0.0124
"Nov 16, 2017",1278.47,1278.47,1281.60,1274.98,-0.0003
"Nov 15, 2017",1278.80,1281.00,1289.47,1277.04,-0.0015
"Nov 14, 2017",1280.71,1278.17,1283.68,1270.64,0.0021
"Nov 13, 2017",1277.99,1275.16,1280.22,1274.29,0.0014
"Nov 10, 2017",1276.14,1285.21,1287.16,1273.33,-0.0071
"Nov 09, 2017",1285.30,1281.62,1288.72,1280.09,0.0031
"Nov 08, 2017",1281.30,1275.85,1287.52,1275.23,0.0045
"Nov 07, 2017",1275.53,1281.82,1281.97,1271.68,-0.0047
"Nov 06, 2017",1281.55,1269.49,1283.01,1266.05,0.0092
"Nov 03, 2017",1269.85,1276.80,1279.74,1265.55,-0.0048
"Nov 02, 2017",1275.99,1274.91,1284.49,1273.64,0.0013
"Nov 01, 2017",1274.39,1270.88,1281.25,1267.98,0.0022
"Oct 31, 2017",1271.58,1276.29,1278.36,1268.01,-0.0037
"Oct 30, 2017",1276.24,1273.59,1279.29,1268.80,0.0023
"Oct 27, 2017",1273.35,1268.07,1274.80,1264.10,0.0049
"Oct 26, 2017",1267.11,1277.56,1282.80,1265.69,-0.0081
"Oct 25, 2017",1277.41,1276.85,1280.39,1271.03,0.0005
"Oct 24, 2017",1276.72,1282.01,1284.06,1273.43,-0.0042
"Oct 23, 2017",1282.07,1277.45,1283.66,1272.24,0.0011
"Oct 20, 2017",1280.72,1289.57,1291.47,1277.88,-0.0070
"Oct 19, 2017",1289.79,1281.25,1290.69,1276.61,0.0067
"Oct 18, 2017",1281.17,1285.18,1289.08,1277.13,-0.0031
"Oct 17, 2017",1285.19,1295.32,1296.66,1281.69,-0.0074
"Oct 16, 2017",1294.74,1303.88,1306.80,1291.01,-0.0078
"Oct 13, 2017",1304.88,1293.73,1304.88,1291.04,0.0087
"Oct 12, 2017",1293.60,1292.01,1297.60,1289.47,0.0014
"Oct 11, 2017",1291.80,1287.91,1293.56,1284.12,0.0031
"Oct 10, 2017",1287.85,1284.35,1294.63,1282.29,0.0029
"Oct 09, 2017",1284.10,1275.45,1285.50,1275.21,0.0063
"Oct 06, 2017",1276.03,1269.09,1277.18,1260.89,0.0063
"Oct 05, 2017",1268.05,1275.16,1279.42,1266.90,-0.0052
"Oct 04, 2017",1274.69,1271.64,1282.42,1270.85,0.0023
"Oct 03, 2017",1271.75,1270.71,1274.71,1267.91,0.0005
"Oct 02, 2017",1271.12,1279.50,1279.61,1270.45,-0.0065
"Sep 29, 2017",1279.45,1286.91,1290.47,1278.24,-0.0061
"Sep 28, 2017",1287.30,1281.11,1289.00,1277.64,0.0048
"Sep 27, 2017",1281.12,1293.61,1296.54,1281.12,-0.0099
"Sep 26, 2017",1293.89,1309.90,1313.92,1293.04,-0.0127
"Sep 25, 2017",1310.55,1297.67,1311.90,1290.63,0.0102
"Sep 22, 2017",1297.38,1291.30,1299.14,1291.30,0.0046
"Sep 21, 2017",1291.39,1301.02,1302.07,1287.99,-0.0075
"Sep 20, 2017",1301.15,1310.94,1316.25,1295.96,-0.0077
"Sep 19, 2017",1311.28,1307.30,1311.78,1304.98,0.0028
"Sep 18, 2017",1307.57,1320.50,1320.50,1305.03,-0.0091
"Sep 15, 2017",1319.62,1329.83,1334.76,1319.62,-0.0077
"Sep 14, 2017",1329.83,1323.56,1330.69,1316.11,0.0050
"Sep 13, 2017",1323.25,1331.95,1335.05,1320.91,-0.0065
"Sep 12, 2017",1331.94,1327.86,1332.43,1322.55,0.0035
"Sep 11, 2017",1327.32,1337.45,1340.36,1326.36,-0.0144
"Sep 08, 2017",1346.71,1348.83,1357.94,1343.00,-0.0018
"Sep 07, 2017",1349.20,1334.27,1350.27,1332.60,0.0113
"Sep 06, 2017",1334.14,1339.55,1342.84,1331.66,-0.0039
"Sep 05, 2017",1339.33,1335.07,1345.18,1327.96,0.0035
"Sep 04, 2017",1334.67,1334.38,1339.85,1331.92,0.0073
"Sep 01, 2017",1324.97,1321.80,1329.20,1316.65,0.0022
"Aug 31, 2017",1322.07,1308.80,1324.11,1300.82,0.0102
"Aug 30, 2017",1308.76,1309.26,1313.87,1305.26,-0.0006
"Aug 29, 2017",1309.50,1317.75,1326.14,1304.93,-0.0008
"Aug 28, 2017",1310.49,1292.76,1312.99,1292.49,0.0150
"Aug 25, 2017",1291.15,1285.91,1294.14,1278.66,0.0037
"Aug 24, 2017",1286.33,1289.98,1291.30,1284.55,-0.0033
"Aug 23, 2017",1290.62,1285.56,1292.03,1283.09,0.0046
"Aug 22, 2017",1284.72,1291.18,1292.69,1282.11,-0.0050
"Aug 21, 2017",1291.22,1283.60,1293.58,1280.60,0.0052
"Aug 18, 2017",1284.50,1288.20,1301.20,1283.64,-0.0027
"Aug 17, 2017",1288.01,1283.61,1290.47,1282.20,0.0038
"Aug 16, 2017",1283.10,1271.87,1284.29,1268.19,0.0086
"Aug 15, 2017",1272.13,1282.36,1282.77,1267.98,-0.0077
"Aug 14, 2017",1281.95,1289.09,1289.82,1278.12,-0.0056
"Aug 11, 2017",1289.21,1286.45,1292.26,1281.55,0.0018
"Aug 10, 2017",1286.90,1277.56,1288.63,1274.85,0.0073
"Aug 09, 2017",1277.55,1261.41,1279.06,1260.96,0.0134
"Aug 08, 2017",1260.64,1257.61,1265.70,1251.41,0.0023
"Aug 07, 2017",1257.69,1259.03,1260.38,1255.68,-0.0007
"Aug 04, 2017",1258.60,1269.01,1270.94,1254.75,-0.0079
"Aug 03, 2017",1268.65,1266.46,1271.37,1258.70,0.0015
"Aug 02, 2017",1266.70,1268.80,1273.34,1263.18,-0.0019
"Aug 01, 2017",1269.05,1268.80,1274.47,1264.05,-0.0004
"Jul 31, 2017",1269.55,1270.16,1271.48,1265.93,0.0002
"Jul 28, 2017",1269.25,1259.36,1271.34,1257.45,0.0081
"Jul 27, 2017",1259.00,1260.50,1265.49,1254.52,-0.0017
"Jul 26, 2017",1261.10,1250.00,1263.92,1243.91,0.0096
"Jul 25, 2017",1249.05,1254.77,1258.18,1249.01,-0.0049
"Jul 24, 2017",1255.24,1255.66,1259.18,1251.78,0.0003
"Jul 21, 2017",1254.90,1244.16,1256.30,1243.35,0.0082
"Jul 20, 2017",1244.74,1241.03,1247.98,1235.24,0.0031
"Jul 19, 2017",1240.87,1242.58,1244.48,1236.05,-0.0013
"Jul 18, 2017",1242.46,1233.84,1245.06,1233.01,0.0065
"Jul 17, 2017",1234.40,1228.60,1236.44,1228.30,0.0044
"Jul 14, 2017",1228.98,1216.63,1233.16,1214.95,0.0095
"Jul 13, 2017",1217.45,1220.21,1224.92,1216.63,-0.0021
"Jul 12, 2017",1220.00,1217.95,1226.10,1214.51,0.0019
"Jul 11, 2017",1217.69,1214.59,1217.79,1207.89,0.0028
"Jul 10, 2017",1214.35,1213.70,1215.60,1204.85,0.0012
"Jul 07, 2017",1212.90,1224.39,1227.20,1207.25,-0.0100
"Jul 06, 2017",1225.15,1227.06,1229.57,1222.56,-0.0015
"Jul 05, 2017",1226.95,1223.55,1229.34,1217.64,0.0024
"Jul 04, 2017",1223.97,1221.94,1226.74,1220.69,0.0029
"Jul 03, 2017",1220.46,1241.46,1242.83,1218.41,-0.0170
"Jun 30, 2017",1241.60,1244.82,1248.59,1239.70,-0.0033
"Jun 29, 2017",1245.74,1249.18,1253.71,1239.66,-0.0029
"Jun 28, 2017",1249.32,1247.37,1255.11,1247.37,0.0018
"Jun 27, 2017",1247.10,1243.65,1253.13,1241.12,0.0021
"Jun 26, 2017",1244.45,1258.13,1258.54,1236.96,-0.0099
"Jun 23, 2017",1256.90,1250.00,1259.31,1249.74,0.0050
"Jun 22, 2017",1250.62,1245.55,1255.05,1245.55,0.0033
"Jun 21, 2017",1246.55,1243.16,1248.31,1241.25,0.0027
"Jun 20, 2017",1243.19,1244.04,1248.38,1241.38,0.0000
"Jun 19, 2017",1243.25,1254.00,1256.12,1243.22,-0.0083
"Jun 16, 2017",1253.63,1254.36,1257.63,1251.55,-0.0003
"Jun 15, 2017",1254.00,1260.70,1267.04,1251.68,-0.0057
"Jun 14, 2017",1261.18,1266.28,1279.87,1257.15,-0.0037
"Jun 13, 2017",1265.85,1264.75,1269.42,1259.66,0.0001
"Jun 12, 2017",1265.74,1267.42,1271.01,1263.95,-0.0005
"Jun 09, 2017",1266.40,1279.29,1281.30,1264.74,-0.0098
"Jun 08, 2017",1278.90,1287.45,1289.34,1271.49,-0.0062
"Jun 07, 2017",1286.91,1294.39,1295.28,1283.00,-0.0055
"Jun 06, 2017",1294.00,1280.26,1296.47,1279.44,0.0110
"Jun 05, 2017",1279.95,1279.34,1283.77,1278.00,0.0000
"Jun 02, 2017",1279.98,1266.11,1279.98,1259.00,0.0113
"Jun 01, 2017",1265.64,1268.89,1270.72,1261.49,-0.0023
"May 31, 2017",1268.59,1263.05,1274.24,1259.26,0.0043
"May 30, 2017",1263.10,1267.24,1270.86,1259.39,-0.0031
"May 29, 2017",1266.97,1267.47,1269.12,1265.12,-0.0001
"May 26, 2017",1267.05,1255.60,1269.88,1252.88,0.0090
"May 25, 2017",1255.76,1258.49,1260.08,1253.89,-0.0022
"May 24, 2017",1258.55,1251.26,1259.37,1247.70,0.0059
"May 23, 2017",1251.16,1260.13,1264.18,1250.46,-0.0074
"May 22, 2017",1260.46,1256.10,1263.00,1251.61,0.0039
"May 19, 2017",1255.55,1246.67,1256.98,1246.61,0.0068
"May 18, 2017",1247.05,1261.56,1265.54,1245.90,-0.0109
"May 17, 2017",1260.74,1237.31,1261.55,1236.30,0.0194
"May 16, 2017",1236.80,1231.46,1239.50,1230.51,0.0049
"May 15, 2017",1230.71,1228.40,1237.76,1227.20,0.0015
"May 12, 2017",1228.83,1225.41,1232.26,1224.55,0.0032
"May 11, 2017",1224.85,1218.74,1228.20,1217.81,0.0047
"May 10, 2017",1219.15,1221.42,1226.15,1217.49,-0.0018
"May 09, 2017",1221.30,1226.12,1229.01,1214.21,-0.0041
"May 08, 2017",1226.30,1225.67,1237.10,1225.36,-0.0012
"May 05, 2017",1227.74,1227.93,1235.79,1225.83,0.0000
"May 04, 2017",1227.75,1238.66,1241.77,1225.70,-0.0086
"May 03, 2017",1238.38,1256.71,1257.29,1236.41,-0.0147
"May 02, 2017",1256.90,1256.51,1257.89,1251.48,0.0001
"May 01, 2017",1256.80,1268.60,1271.60,1254.16,-0.0090
"Apr 28, 2017",1268.15,1264.26,1269.08,1263.30,0.0028
"Apr 27, 2017",1264.60,1268.80,1270.53,1261.61,-0.0035
"Apr 26, 2017",1269.05,1264.41,1271.10,1260.30,0.0042
"Apr 25, 2017",1263.76,1276.96,1278.57,1261.81,-0.0090
"Apr 24, 2017",1275.30,1269.88,1277.48,1266.01,-0.0072
"Apr 21, 2017",1284.50,1281.96,1288.67,1278.43,0.0021
"Apr 20, 2017",1281.85,1280.06,1283.79,1276.74,0.0017
"Apr 19, 2017",1279.66,1290.21,1291.51,1276.48,-0.0077
"Apr 18, 2017",1289.64,1284.94,1292.70,1279.40,0.0038
"Apr 17, 2017",1284.80,1292.96,1295.92,1281.61,-0.0007
"Apr 14, 2017",1285.69,1287.35,1288.75,1285.31,-0.0016
"Apr 13, 2017",1287.74,1285.54,1289.03,1281.74,0.0009
"Apr 12, 2017",1286.60,1274.51,1287.29,1272.42,0.0095
"Apr 11, 2017",1274.44,1255.23,1275.55,1253.29,0.0157
"Apr 10, 2017",1254.73,1254.26,1257.70,1247.50,0.0005
"Apr 07, 2017",1254.05,1252.11,1270.96,1250.80,0.0018
"Apr 06, 2017",1251.80,1256.40,1259.46,1249.85,-0.0028
"Apr 05, 2017",1255.30,1255.73,1257.78,1243.85,-0.0007
"Apr 04, 2017",1256.22,1255.46,1261.90,1254.46,0.0023
"Apr 03, 2017",1253.35,1248.40,1254.20,1244.55,0.0034
"Mar 31, 2017",1249.13,1242.83,1251.11,1240.05,0.0047
"Mar 30, 2017",1243.30,1253.10,1254.20,1242.61,-0.0073
"Mar 29, 2017",1252.45,1251.64,1255.16,1247.25,0.0007
"Mar 28, 2017",1251.63,1253.82,1258.46,1247.52,-0.0021
"Mar 27, 2017",1254.30,1248.01,1261.53,1247.69,0.0081
"Mar 24, 2017",1244.17,1244.88,1252.28,1240.72,-0.0009
"Mar 23, 2017",1245.30,1248.86,1253.62,1242.84,-0.0032
"Mar 22, 2017",1249.35,1244.15,1251.76,1243.89,0.0035
"Mar 21, 2017",1245.00,1233.78,1248.10,1226.82,0.0090
"Mar 20, 2017",1233.90,1229.79,1236.25,1229.51,0.0039
"Mar 17, 2017",1229.15,1227.31,1232.45,1225.06,0.0019
"Mar 16, 2017",1226.78,1219.03,1233.51,1217.83,0.0061
"Mar 15, 2017",1219.40,1199.11,1222.66,1197.93,0.0169
"Mar 14, 2017",1199.08,1204.25,1208.38,1197.54,-0.0041
"Mar 13, 2017",1204.05,1205.43,1211.66,1202.47,-0.0004
"Mar 10, 2017",1204.55,1200.80,1206.43,1194.62,0.0031
"Mar 09, 2017",1200.83,1207.63,1209.17,1199.12,-0.0056
"Mar 08, 2017",1207.58,1215.65,1218.68,1206.13,-0.0067
"Mar 07, 2017",1215.67,1225.62,1227.25,1213.67,-0.0084
"Mar 06, 2017",1225.96,1232.81,1237.17,1224.65,-0.0068
"Mar 03, 2017",1234.30,1234.80,1236.28,1222.59,-0.0008
"Mar 02, 2017",1235.30,1249.44,1250.36,1231.16,-0.0109
"Mar 01, 2017",1248.94,1248.57,1250.68,1236.53,0.0003
"Feb 28, 2017",1248.59,1252.48,1258.37,1247.48,-0.0033
"Feb 27, 2017",1252.76,1257.41,1263.88,1250.48,-0.0033
"Feb 24, 2017",1256.94,1249.52,1260.48,1247.54,0.0060
"Feb 23, 2017",1249.41,1237.79,1251.21,1235.20,0.0095
"Feb 22, 2017",1237.69,1236.22,1240.72,1231.62,0.0014
"Feb 21, 2017",1235.97,1237.03,1238.92,1225.80,-0.0019
"Feb 20, 2017",1238.38,1235.20,1239.29,1232.62,0.0025
"Feb 17, 2017",1235.29,1239.25,1243.84,1234.52,-0.0031
"Feb 16, 2017",1239.14,1233.34,1242.71,1232.04,0.0050
"Feb 15, 2017",1232.94,1228.89,1233.61,1216.80,0.0035
"Feb 14, 2017",1228.61,1225.74,1234.87,1221.75,0.0026
"Feb 13, 2017",1225.44,1231.84,1232.65,1219.37,-0.0070
"Feb 10, 2017",1234.12,1230.62,1237.07,1221.12,0.0026
"Feb 09, 2017",1230.89,1242.48,1244.52,1230.22,-0.0089
"Feb 08, 2017",1241.99,1234.04,1245.06,1230.29,0.0067
"Feb 07, 2017",1233.72,1235.23,1235.86,1227.41,-0.0015
"Feb 06, 2017",1235.59,1219.67,1235.84,1219.01,0.0129
"Feb 03, 2017",1219.88,1215.89,1221.48,1207.18,0.0032
"Feb 02, 2017",1215.93,1209.53,1225.41,1208.26,0.0053
"Feb 01, 2017",1209.49,1210.89,1213.59,1198.12,-0.0009
"Jan 31, 2017",1210.63,1195.38,1215.49,1193.83,0.0128
"Jan 30, 2017",1195.35,1192.85,1199.88,1188.15,0.0031
"Jan 27, 2017",1191.60,1188.78,1192.06,1181.04,0.0025
"Jan 26, 2017",1188.57,1199.93,1202.67,1184.11,-0.0098
